"DateTime","Players","Flags","Twitch Viewers"
"2016-10-30 00:00:00",,,0
"2016-10-31 00:00:00",2,,0
"2016-11-01 00:00:00",2,,0
"2016-11-02 00:00:00",2,,0
"2016-11-03 00:00:00",1,,0
"2016-11-04 00:00:00",1,,0
"2016-11-05 00:00:00",1,,0
"2016-11-06 00:00:00",1,,0
"2016-11-07 00:00:00",2,,0
"2016-11-08 00:00:00",3,,0
"2016-11-09 00:00:00",3,,0
"2016-11-10 00:00:00",3,,0
"2016-11-11 00:00:00",2,,0
"2016-11-12 00:00:00",,,1
"2016-11-13 00:00:00",,,0
"2016-11-14 00:00:00",1,,0
"2016-11-15 00:00:00",3,,0
"2016-11-16 00:00:00",3,,0
"2016-11-17 00:00:00",4,,0
"2016-11-18 00:00:00",4,,0
"2016-11-19 00:00:00",1,,9
"2016-11-20 00:00:00",,,0
"2016-11-21 00:00:00",2,,0
"2016-11-22 00:00:00",4,,0
"2016-11-23 00:00:00",,,0
"2016-11-24 00:00:00",3,,0
"2016-11-25 00:00:00",3,,0
"2016-11-26 00:00:00",,,0
"2016-11-27 00:00:00",,,0
"2016-11-28 00:00:00",1,,0
"2016-11-29 00:00:00",3,,0
"2016-11-30 00:00:00",4,,0
"2016-12-01 00:00:00",4,,6
"2016-12-02 00:00:00",4,,4
"2016-12-03 00:00:00",3,,0
"2016-12-04 00:00:00",3,,133
"2016-12-05 00:00:00",4,,0
"2016-12-06 00:00:00",3,,1
"2016-12-07 00:00:00",2,,0
"2016-12-08 00:00:00",3,,0
"2016-12-09 00:00:00",4,,0
"2016-12-10 00:00:00",1,,0
"2016-12-11 00:00:00",,,0
"2016-12-12 00:00:00",3,,0
"2016-12-13 00:00:00",4,,0
"2016-12-14 00:00:00",4,,0
"2016-12-15 00:00:00",4,,3
"2016-12-16 00:00:00",4,,0
"2016-12-17 00:00:00",,,11
"2016-12-18 00:00:00",,,0
"2016-12-19 00:00:00",4,,0
"2016-12-20 00:00:00",6,,0
"2016-12-21 00:00:00",3,,0
"2016-12-22 00:00:00",3,,0
"2016-12-23 00:00:00",2,,0
"2016-12-24 00:00:00",1,,0
"2016-12-25 00:00:00",1,,0
"2016-12-26 00:00:00",4,,0
"2016-12-27 00:00:00",3,,0
"2016-12-28 00:00:00",4,,0
"2016-12-29 00:00:00",,,3
"2016-12-30 00:00:00",,,0
"2016-12-31 00:00:00",,,0
"2017-01-01 00:00:00",,,0
"2017-01-02 00:00:00",,,0
"2017-01-03 00:00:00",,,0
"2017-01-04 00:00:00",,,0
"2017-01-05 00:00:00",5,,0
"2017-01-06 00:00:00",5,,0
"2017-01-07 00:00:00",,,0
"2017-01-08 00:00:00",,,0
"2017-01-09 00:00:00",1,,0
"2017-01-10 00:00:00",5,,0
"2017-01-11 00:00:00",5,,0
"2017-01-12 00:00:00",4,,4
"2017-01-13 00:00:00",4,,0
"2017-01-14 00:00:00",,,0
"2017-01-15 00:00:00",,,0
"2017-01-16 00:00:00",3,,0
"2017-01-17 00:00:00",4,,0
"2017-01-18 00:00:00",4,,24
"2017-01-19 00:00:00",4,,0
"2017-01-20 00:00:00",4,,21
"2017-01-21 00:00:00",2,,286
"2017-01-22 00:00:00",,,51
"2017-01-23 00:00:00",2,,43
"2017-01-24 00:00:00",5,,8
"2017-01-25 00:00:00",2,,10
"2017-01-26 00:00:00",2,,1
"2017-01-27 00:00:00",2,,16
"2017-01-28 00:00:00",2,,0
"2017-01-29 00:00:00",1,,0
"2017-01-30 00:00:00",4,,0
"2017-01-31 00:00:00",3,,13
"2017-02-01 00:00:00",2,,0
"2017-02-02 00:00:00",3,,3
"2017-02-03 00:00:00",2,,7
"2017-02-04 00:00:00",2,,0
"2017-02-05 00:00:00",1,,2
"2017-02-06 00:00:00",3,,0
"2017-02-07 00:00:00",2,,0
"2017-02-08 00:00:00",2,,7
"2017-02-09 00:00:00",3,,3
"2017-02-10 00:00:00",3,,4
"2017-02-11 00:00:00",3,,24
"2017-02-12 00:00:00",2,,2
"2017-02-13 00:00:00",4,,0
"2017-02-14 00:00:00",4,,0
"2017-02-15 00:00:00",2,,0
"2017-02-16 00:00:00",2,,0
"2017-02-17 00:00:00",2,,2
"2017-02-18 00:00:00",1,,0
"2017-02-19 00:00:00",1,,0
"2017-02-20 00:00:00",4,,0
"2017-02-21 00:00:00",2,,0
"2017-02-22 00:00:00",3,,0
"2017-02-23 00:00:00",2,,0
"2017-02-24 00:00:00",3,,0
"2017-02-25 00:00:00",1,,26
"2017-02-26 00:00:00",,,24
"2017-02-27 00:00:00",3,,0
"2017-02-28 00:00:00",3,,0
"2017-03-01 00:00:00",4,,12
"2017-03-02 00:00:00",3,,0
"2017-03-03 00:00:00",4,,20
"2017-03-04 00:00:00",1,,30
"2017-03-05 00:00:00",1,,0
"2017-03-06 00:00:00",4,,0
"2017-03-07 00:00:00",4,,0
"2017-03-08 00:00:00",7,,0
"2017-03-09 00:00:00",7,,0
"2017-03-10 00:00:00",7,,3296
"2017-03-11 00:00:00",2,,2869
"2017-03-12 00:00:00",1,,20426
"2017-03-13 00:00:00",4,,66
"2017-03-14 00:00:00",5,,20
"2017-03-15 00:00:00",3,,6
"2017-03-16 00:00:00",3,,0
"2017-03-17 00:00:00",4,,0
"2017-03-18 00:00:00",2,,0
"2017-03-19 00:00:00",2,,0
"2017-03-20 00:00:00",2,,0
"2017-03-21 00:00:00",,,0
"2017-03-22 00:00:00",,,0
"2017-03-23 00:00:00",5,,0
"2017-03-24 00:00:00",6,,2
"2017-03-25 00:00:00",3,,11
"2017-03-26 00:00:00",,,10
"2017-03-27 00:00:00",5,,2
"2017-03-28 00:00:00",5,,0
"2017-03-29 00:00:00",6,,0
"2017-03-30 00:00:00",6,,0
"2017-03-31 00:00:00",6,,1984
"2017-04-01 00:00:00",1,,0
"2017-04-02 00:00:00",1,,0
"2017-04-03 00:00:00",5,,0
"2017-04-04 00:00:00",9,,0
"2017-04-05 00:00:00",8,,0
"2017-04-06 00:00:00",11,,4
"2017-04-07 00:00:00",12,,0
"2017-04-08 00:00:00",2,,553
"2017-04-09 00:00:00",2,,698
"2017-04-10 00:00:00",11,,6
"2017-04-11 00:00:00",12,,0
"2017-04-12 00:00:00",20,,0
"2017-04-13 00:00:00",14,,0
"2017-04-14 00:00:00",17,,5
"2017-04-15 00:00:00",4,,564
"2017-04-16 00:00:00",2,,974
"2017-04-17 00:00:00",16,,0
"2017-04-18 00:00:00",19,,0
"2017-04-19 00:00:00",18,,0
"2017-04-20 00:00:00",20,,1501
