"DateTime","Players","Players Trend","Twitch Viewers"
"2021-05-25 14:30:00",10574,13882.140418320105,8491
"2021-05-25 14:40:00",10842,13878.790109678132,8900
"2021-05-25 14:50:00",11084,13875.926545965607,9226
"2021-05-25 15:00:00",11361,13873.294642857145,9568
"2021-05-25 15:10:00",11611,13870.554060570987,10064
"2021-05-25 15:20:00",11919,13868.002659281305,10331
"2021-05-25 15:30:00",12201,13865.487847222223,10571
"2021-05-25 15:40:00",12372,13862.555197310407,10769
"2021-05-25 15:50:00",12692,13860.663656029541,10977
"2021-05-25 16:00:00",12930,13858.490658068782,11343
"2021-05-25 16:10:00",13311,13856.922253913137,10988
"2021-05-25 16:20:00",13617,13854.931712962962,11467
"2021-05-25 16:30:00",13872,13853.11826223545,11719
"2021-05-25 16:40:00",14220,13851.192529210759,11831
"2021-05-25 16:50:00",14425,13848.78410218254,11574
"2021-05-25 17:00:00",14719,13846.82068452381,11774
"2021-05-25 17:10:00",15057,13844.491987709436,11480
"2021-05-25 17:20:00",15325,13841.791391093473,11754
"2021-05-25 17:30:00",15637,13839.691261574073,11945
"2021-05-25 17:40:00",16035,13837.636133156964,12183
"2021-05-25 17:50:00",16334,13835.406132881391,12353
"2021-05-25 18:00:00",16554,13832.183821097882,10177
"2021-05-25 18:10:00",16904,13829.26776069224,7229
"2021-05-25 18:20:00",17288,13826.219494047618,8550
"2021-05-25 18:30:00",17696,13822.528645833332,9469
"2021-05-25 18:40:00",18057,13817.433738425925,10263
"2021-05-25 18:50:00",18444,13811.8262993276,10903
"2021-05-25 19:00:00",18627,13804.436177248675,11044
"2021-05-25 19:10:00",18894,13796.273837081128,11113
"2021-05-25 19:20:00",19094,13787.407242063491,11630
"2021-05-25 19:30:00",19235,13778.070436507935,12155
"2021-05-25 19:40:00",19386,13769.49289021164,12167
"2021-05-25 19:50:00",19469,13761.495418595678,12362
"2021-05-25 20:00:00",19510,13754.306795634919,12717
"2021-05-25 20:10:00",19583,13747.830446704142,12863
"2021-05-25 20:20:00",19701,13742.020282186948,12951
"2021-05-25 20:30:00",19720,13736.822544642855,13244
"2021-05-25 20:40:00",19691,13731.322985559964,13428
"2021-05-25 20:50:00",19533,13725.358589616404,12107
"2021-05-25 21:00:00",19472,13719.691550925927,12163
"2021-05-25 21:10:00",19356,13713.527150848766,6213
"2021-05-25 21:20:00",19264,13708.38143463404,9839
"2021-05-25 21:30:00",19147,13703.973958333334,10243
"2021-05-25 21:40:00",19023,13699.656856261025,11164
"2021-05-25 21:50:00",18917,13695.991994598768,11859
"2021-05-25 22:00:00",18516,13691.696552579368,11705
"2021-05-25 22:10:00",18236,13688.206983024693,12003
"2021-05-25 22:20:00",18218,13685.322145061731,11928
"2021-05-25 22:30:00",18024,13682.042534722224,7295
"2021-05-25 22:40:00",17940,13679.648093033513,10046
"2021-05-25 22:50:00",17940,13677.824156746035,10149
"2021-05-25 23:00:00",17978,13676.425595238099,10990
"2021-05-25 23:10:00",17799,13674.023182594801,11423
"2021-05-25 23:20:00",15763,13666.03915895062,11763
"2021-05-25 23:30:00",17469,13671.074528769845,11815
"2021-05-25 23:40:00",17804,13669.794560185188,10886
"2021-05-25 23:50:00",17934,13667.378265542331,10912
"2021-05-26 00:00:00",17999,13664.728546626986,11004
"2021-05-26 00:10:00",18006,13662.171420304236,11082
"2021-05-26 00:20:00",18220,13660.23974867725,11270
"2021-05-26 00:30:00",18426,13658.055989583336,11350
"2021-05-26 00:40:00",18621,13655.61684303351,11489
"2021-05-26 00:50:00",18739,13652.803096064818,11675
"2021-05-26 01:00:00",18805,13649.967509920638,11565
"2021-05-26 01:10:00",19039,13647.766065917109,11645
"2021-05-26 01:20:00",19289,13645.718185074958,11422
"2021-05-26 01:30:00",19532,13643.498139880954,9335
"2021-05-26 01:40:00",19543,13640.425925925927,8989
"2021-05-26 01:50:00",19665,13637.792617394181,9520
"2021-05-26 02:00:00",19642,13634.482638888889,9788
"2021-05-26 02:10:00",19627,13630.623332782186,9895
"2021-05-26 02:20:00",19593,13627.17934303351,9951
"2021-05-26 02:30:00",19662,13624.749379960318,10212
"2021-05-26 02:40:00",19632,13622.587191358023,10478
"2021-05-26 02:50:00",19585,13620.641203703703,10502
"2021-05-26 03:00:00",19324,13618.463458994709,10596
"2021-05-26 03:10:00",19088,13616.617449294532,8344
"2021-05-26 03:20:00",18813,13614.64809303351,9203
"2021-05-26 03:30:00",18529,13612.50954861111,9274
"2021-05-26 03:40:00",18145,13610.216986331568,8967
"2021-05-26 03:50:00",17704,13608.106350584214,9059
"2021-05-26 04:00:00",17347,13606.211805555555,9015
"2021-05-26 04:10:00",16931,13604.446649029982,5557
"2021-05-26 04:20:00",16516,13602.735780423282,5704
"2021-05-26 04:30:00",16143,13601.854456018518,5762
"2021-05-26 04:40:00",15713,13600.424823633157,5319
"2021-05-26 04:50:00",15200,13598.387717702819,5212
"2021-05-26 05:00:00",14772,13596.36433531746,5390
"2021-05-26 05:10:00",14113,13594.070746527777,5423
"2021-05-26 05:20:00",13725,13593.04832175926,5576
"2021-05-26 05:30:00",13172,13591.459098048943,5567
"2021-05-26 05:40:00",12666,13590.277777777777,5384
"2021-05-26 05:50:00",12245,13589.048797123018,5367
"2021-05-26 06:00:00",11671,13586.720568783068,5417
"2021-05-26 06:10:00",10991,13584.83812141755,4496
"2021-05-26 06:20:00",10518,13584.242091049382,3801
"2021-05-26 06:30:00",10110,13583.672619047618,3897
"2021-05-26 06:40:00",9701,13582.878265542327,4093
"2021-05-26 06:50:00",9249,13582.125206679892,4227
"2021-05-26 07:00:00",8857,13580.935846560846,4273
"2021-05-26 07:10:00",8463,13580.087494488536,4418
"2021-05-26 07:20:00",8183,13579.616898148148,3834
"2021-05-26 07:30:00",7889,13579.111545138889,3910
"2021-05-26 07:40:00",7652,13578.700810185186,3964
"2021-05-26 07:50:00",7247,13578.926828428132,3825
"2021-05-26 08:00:00",6990,13579.823040674602,3972
"2021-05-26 08:10:00",6818,13580.6903659612,4014
"2021-05-26 08:20:00",6705,13581.248126102293,4169
"2021-05-26 08:30:00",6649,13581.328290343916,4193
"2021-05-26 08:40:00",6534,13581.098765432098,4227
"2021-05-26 08:50:00",6462,13580.774188436948,4320
"2021-05-26 09:00:00",6371,13580.391617063491,4293
"2021-05-26 09:10:00",6282,13579.886243386241,4361
"2021-05-26 09:20:00",6158,13579.50030313051,4357
