"DateTime","Players","Players Trend","Twitch Viewers"
"2021-05-25 10:50:00",13406,16019.749462632273,17509
"2021-05-25 11:00:00",13664,16017.925099206346,17270
"2021-05-25 11:10:00",13895,16016.14154128086,17385
"2021-05-25 11:20:00",14102,16014.363825507051,17264
"2021-05-25 11:30:00",14390,16012.96403769841,17553
"2021-05-25 11:40:00",14658,16011.405478395056,17319
"2021-05-25 11:50:00",14903,16009.918175429888,14813
"2021-05-25 12:00:00",15180,16008.543940145497,14466
"2021-05-25 12:10:00",15535,16007.989445546731,14201
"2021-05-25 12:20:00",15859,16006.895502645497,14360
"2021-05-25 12:30:00",16251,16006.025545634915,15464
"2021-05-25 12:40:00",16695,16005.289696318338,15391
"2021-05-25 12:50:00",16998,16004.03920717592,18425
"2021-05-25 13:00:00",17248,16002.995287698408,20389
"2021-05-25 13:10:00",17557,16002.727733686062,21390
"2021-05-25 13:20:00",17856,16002.780464616397,20524
"2021-05-25 13:30:00",18127,16002.625062003965,20625
"2021-05-25 13:40:00",18358,16002.348434744265,20999
"2021-05-25 13:50:00",18726,16002.961261298495,23304
"2021-05-25 14:00:00",19180,16003.633680555551,24960
"2021-05-25 14:10:00",19313,16003.126122960755,41528
"2021-05-25 14:20:00",19621,16002.961089065251,41227
"2021-05-25 14:30:00",19866,16002.866815476187,43922
"2021-05-25 14:40:00",20156,16003.048445767192,39061
"2021-05-25 14:50:00",20402,16003.17523699294,39777
"2021-05-25 15:00:00",20596,16003.280092592588,39262
"2021-05-25 15:10:00",20839,16003.454957561722,39711
"2021-05-25 15:20:00",20987,16003.115919863309,41004
"2021-05-25 15:30:00",21176,16003.09244791666,43556
"2021-05-25 15:40:00",21266,16002.829061948847,45891
"2021-05-25 15:50:00",21284,16002.64068011463,46721
"2021-05-25 16:00:00",21464,16003.142567790997,48234
"2021-05-25 16:10:00",21776,16003.768663194438,50067
"2021-05-25 16:20:00",22056,16003.33140432098,53153
"2021-05-25 16:30:00",22278,16002.167328042324,57126
"2021-05-25 16:40:00",22518,16000.73319003527,60235
"2021-05-25 16:50:00",22775,15999.181843860224,49674
"2021-05-25 17:00:00",23389,15998.082837301583,69861
"2021-05-25 17:10:00",24280,15996.656470458547,93192
"2021-05-25 17:20:00",24460,15993.424355158724,90686
"2021-05-25 17:30:00",24692,15990.903356481478,78084
"2021-05-25 17:40:00",24871,15988.461750440914,72964
"2021-05-25 17:50:00",25011,15985.429997519837,69281
"2021-05-25 18:00:00",25049,15982.114459325396,67210
"2021-05-25 18:10:00",25112,15978.33414627425,61596
"2021-05-25 18:20:00",25124,15973.915288800705,56187
